Class	Cancer	Gene1	Gene2	PValue	correlation.pvalue	Mutex	PvalPathway
positive	LUAD	KRAS	CNKSR1	0.680316284639658	0.0624215435510699	0.0720912423191178	0
positive	LUAD	KRAS	CNOT1	0.394542263910092	1.64027159365841e-05	0.836742384636624	0
positive	LUAD	KRAS	COPS2	0.424965785252162	0.301723797138727	0.999942221836758	0
positive	LUAD	KRAS	COPS4	0.615890233992642	0.449702664046165	0.979855384155645	0
positive	LUAD	KRAS	COPS5	0.3202328196136	0.400066325388771	0.999338823534966	0
positive	LUAD	KRAS	COPS8	0.467053145563934	0.0214635533810478	0.999985780385139	0
positive	LUAD	KRAS	COX4I2	0.0126602998629842	0.00397205516503564	0.99994203699331	0
positive	LUAD	KRAS	CREBZF	0.423457977546227	0.643194340755335	0.825902399861445	0
positive	LUAD	KRAS	CREG1	0.611161252368603	0.0637338495416055	0.29634929362404	0
positive	LUAD	KRAS	CRNKL1	0.688644711523905	6.01318001604724e-05	0.981126677755209	0
positive	LUAD	KRAS	CRNN	0.474752746471237	0.835079547896062	0.590267407632584	0
positive	LUAD	KRAS	CTCF	0.777526363965663	4.07662351131508e-06	0.859335562776928	0
positive	LUAD	KRAS	CTNNAL1	0.624456532853653	0.120715573708026	0.361199840034116	0
positive	LUAD	KRAS	CTNS	0.249731545246638	0.156713030484312	0.999988953682601	0
positive	LUAD	KRAS	CTTNBP2	0.161597670710559	0.854617188046559	0.975315712273273	0
positive	LUAD	KRAS	CXCL16	0.150087384474925	0.0223574009169965	0.999996613649053	0.667015402499273
positive	LUAD	KRAS	CYP11B1	0.406976135265131	0.49235841070886	0.993418689687195	0
positive	LUAD	KRAS	CYP1B1	0.674593640763171	0.19498352397741	0.999999685239497	0
positive	LUAD	KRAS	DAG1	0.58905653911528	0.0571559102761768	0.99970537447185	0
positive	LUAD	KRAS	DBR1	0.0533467355293824	0.246025888486082	0.999999532189677	0
positive	LUAD	KRAS	DCLK2	0.0464602684651808	0.0995271168410598	0.984352325298522	0
positive	LUAD	KRAS	DCTN4	0.614349603510418	0.292342119030534	0.679028336038846	0
positive	LUAD	KRAS	DDX43	0.759294102252123	0.721680485927104	0.995036420935926	0
positive	LUAD	KRAS	DGCR14	0.423125919276214	0.00172106778435272	0.973928461194995	0
positive	LUAD	KRAS	DHRS7C	1	0.0159994037999371	0.999995839131006	0
positive	LUAD	KRAS	DHX38	0.760505969283728	0.701698116922621	0.773837296882606	0
positive	LUAD	KRAS	DIDO1	0.166521233273316	0.607070853319043	0.999289100991658	0
positive	LUAD	KRAS	DNM3	0.00193706398030774	0.804782647007438	0.387966565150297	0
positive	LUAD	KRAS	DNTTIP1	0.0729013704990117	0.272403295060339	0.999986264462488	0
positive	LUAD	KRAS	DYNLL2	0.866941547927131	0.296858000545557	0.999684651519486	0
positive	LUAD	KRAS	E2F1	0.359712319502443	0.970180822656975	0.999992327387174	0.99997972658112
positive	LUAD	KRAS	EDA2R	0.748605375206949	0.131257070658474	0.341231055737206	0
positive	LUAD	KRAS	EEF1A1	0.651383888319575	0.121400063817228	0.995354803441451	0
positive	LUAD	KRAS	EFNB2	0.121941129469371	0.598738864209758	0.466130573592743	0.817204301075269
positive	LUAD	KRAS	EFNB3	0.593418210967903	0.382000094395471	0.999997784213956	0.817204301075269
positive	LUAD	KRAS	EIF2B2	0.521105840235677	0.696888951514381	0.999139103199759	0
positive	LUAD	KRAS	EIF4A3	0.592857265371353	0.0691723833327054	0.999967352471233	0
positive	LUAD	KRAS	EMID1	0.789682123455303	0.0691913095035925	0.998447275970828	0
positive	LUAD	KRAS	ENPP4	0.529014698458097	0.659106517313877	0.817280158729054	0
positive	LUAD	KRAS	ENPP5	0.517001901323069	0.126762274497277	0.817280158729054	0
positive	LUAD	KRAS	EPRS	0.781749757505369	0.0971355886809444	0.418086579438526	0
positive	LUAD	KRAS	ERH	0.611710662232804	0.839306026957791	0.999177949364248	0
positive	LUAD	KRAS	ESR1	0.270048678219169	0.0212462349295112	0.443408839590716	0
positive	LUAD	KRAS	EXOSC10	0.685286556318884	0.000116700501010498	0.67541879730516	0
positive	LUAD	KRAS	EXOSC4	0.656195070566998	0.139148598515628	0.993731405117336	0
positive	LUAD	KRAS	F2RL3	0.0776986076134775	0.39613670619429	0.989308147994401	0
positive	LUAD	KRAS	FANCA	0.404349076136561	0.255304775079814	0.834877613261688	0
positive	LUAD	KRAS	FBL	0.811259534530166	0.836971388450532	0.999919659563291	0
positive	LUAD	KRAS	FBXL20	0.861655261033974	0.101678964684601	0.999835265101704	0
positive	LUAD	KRAS	FBXO36	0.137925607203729	0.757537440411853	0.999995432444767	0
positive	LUAD	KRAS	FBXW7	0.121629746640631	0.571041312317731	0.975072670283036	0
positive	LUAD	KRAS	FCGR1A	0.810025482260252	0.0122396656552107	0.485975403797503	0
positive	LUAD	KRAS	FEZ2	0.850465679923499	0.0035542164549687	0.999999449483973	0
positive	LUAD	KRAS	FKBP3	0.530680319330123	0.775703601133689	0.998435404938384	0
positive	LUAD	KRAS	FLRT2	0.145898651215012	0.7238211449666	0.999736877203245	0
positive	LUAD	KRAS	FOS	0.426591598810966	0.230086314115287	0.999139103199759	0.997503535021797
positive	LUAD	KRAS	FOXO4	0.443558913595924	0.487840476913229	0.217497024894902	0
positive	LUAD	KRAS	FOXR1	0.0435666348534185	0.995667037575102	0.735987336808694	0
positive	LUAD	KRAS	FREM1	0.659870676666594	0.842777466946913	0.0478552561509122	0
positive	LUAD	KRAS	FRMPD1	4.88759582659849e-05	0.838824441711412	0.940253180653243	0
positive	LUAD	KRAS	GALT	0.114541840869879	0.0274610092437833	0.798752114993594	0
positive	LUAD	KRAS	GATA6	0.982675100438183	0.388062893747263	0.999483642212942	0
positive	LUAD	KRAS	GATAD2A	0.307086666426139	0.840223717719212	0.964656134809907	0
positive	LUAD	KRAS	GCK	0.00872908067770885	0.65865625763815	0.976865377273021	0.237166811717768
positive	LUAD	KRAS	GCM2	0.0078390868561564	0.0259835011660505	0.796756960553414	0
positive	LUAD	KRAS	GDF10	0.500142178904766	0.0952238160297755	0.98976868983774	0
positive	LUAD	KRAS	GLI3	0.141095224138729	0.908723195507031	0.9495087920904	0.543762556385277
positive	LUAD	KRAS	GMPPB	0.193147271317177	0.0321576722796103	0.999913824366818	0
positive	LUAD	KRAS	GNL3L	0.558020050822592	0.000783793770798607	0.533382517643616	0
positive	LUAD	KRAS	GON4L	0.845653318967451	0.000700670489594955	0.393239301706093	0
positive	LUAD	KRAS	GRAP2	0.791084422256115	0.0997806346916872	0.992263677655236	0.817204301075269
positive	LUAD	KRAS	GRIP2	0.345842654554386	0.224477030009945	0.999870953312237	0
positive	LUAD	KRAS	GSPT1	0.567736250564523	0.938554838861164	0.195403823639703	0
positive	LUAD	KRAS	GUCY1B3	0.0231500830315679	0.135916766236333	0.965578312858849	0.846843325518055
positive	LUAD	KRAS	HCK	0.38557384859534	0.0796318986211079	0.999979691788073	0.667015402499273
positive	LUAD	KRAS	HFE	0.983787043241199	0.378783008738467	0.984455690520007	0
positive	LUAD	KRAS	HIGD2A	0.303809403967214	0.0149991242898706	0.473656575813163	0
positive	LUAD	KRAS	HMGN2	0.598576936085621	0.182034329049263	0.063349504941087	0
positive	LUAD	KRAS	HNRNPC	0.229931134354609	0.141234242932088	0.962746810503551	0
positive	LUAD	KRAS	HOXB13	0.816087346011277	0.14832243021119	0.999986226132947	0
positive	LUAD	KRAS	HOXB5	0.268630817651372	0.301954726032114	0.999981778783273	0
positive	LUAD	KRAS	HOXC5	0.285132083024342	0.252052331420186	1	0
positive	LUAD	KRAS	HOXD1	0.0300947950168997	0.551818070720406	0.999955023691799	0
positive	LUAD	KRAS	HOXD11	1	0.024659186795192	0.999955023691799	0
positive	LUAD	KRAS	HSD3B2	0.0421082008288444	0.491507725634562	0.433042900529781	0
positive	LUAD	KRAS	HSD3B7	0.699637052096152	0.27380772167292	0.860294428913405	0
positive	LUAD	KRAS	HSDL2	0.432799789125642	0.0425009535055244	0.21069981264713	0
positive	LUAD	KRAS	HSPA14	0.163235844311145	0.0351298189845801	0.95636858066801	0
positive	LUAD	KRAS	HSPA9	0.774792931399108	0.0213468288421686	0.815231989169381	0
positive	LUAD	KRAS	HSPD1	0.5521582741704	0.000784604970637616	0.999942464408646	0
positive	LUAD	KRAS	HUWE1	0.618287486172453	2.62356843830819e-05	0.583111807883255	0
positive	LUAD	KRAS	IARS	0.41960386040226	0.0172426595820108	0.310505523059294	0
positive	LUAD	KRAS	IARS2	0.95699118937504	0.115107127874868	0.418086579438526	0
positive	LUAD	KRAS	IBTK	0.063557078839503	1.7907617146899e-05	0.989921218563951	0
positive	LUAD	KRAS	IKBKAP	0.405275608971778	0.0386331092771452	0.42526181532093	0
positive	LUAD	KRAS	IL1RAP	0.142468911736642	0.548621393064256	0.999988428187658	0
positive	LUAD	KRAS	ILF3	0.225092462888641	0.276464235236772	0.983891532112492	0
positive	LUAD	KRAS	IQGAP1	0.187078788213221	0.0132607807515846	0.999951661960102	0.667015402499273
positive	LUAD	KRAS	IREB2	0.829891677254412	8.67709477795944e-05	0.999767326605566	0
positive	LUAD	KRAS	ITM2A	0.617349657036938	0.0197169766720202	0.0934485009903767	0
positive	LUAD	KRAS	IVNS1ABP	0.134088611657927	0.0434455253609258	0.611111143485913	0
positive	LUAD	KRAS	JAK1	0.171605307559057	0.349324197456439	0.780080129374599	0.846843325518055
positive	LUAD	KRAS	KARS	0.258791505739447	0.381464685613052	0.718670349717555	0
positive	LUAD	KRAS	KCMF1	0.246236838533594	4.29127029821328e-07	0.999999562519632	0
positive	LUAD	KRAS	KCNB1	0.785807318483777	0.652972755847039	0.99837332105667	0
positive	LUAD	KRAS	KCNH7	0.544365181346225	0.422389214887156	0.999202407495049	0
positive	LUAD	KRAS	KCNJ6	0.0854828943656722	0.893139219242343	0.00559755858141719	0
positive	LUAD	KRAS	KCTD12	0.589811305075592	0.213096575888068	0.543496676987343	0
positive	LUAD	KRAS	KDELC1	0.139997069020517	0.297709316545702	0.520172234323464	0
positive	LUAD	KRAS	KIAA0101	0.815671074008118	0.247324364192036	0.999938901205682	0
positive	LUAD	KRAS	KIF2C	0.132017763321679	0.0103606826498245	0.337294012570092	0
positive	LUAD	KRAS	KLF3	0.694765178066527	1.68656082502461e-05	0.999854621054893	0
positive	LUAD	KRAS	KLHL25	0.0985669259414043	0.00392214188247811	0.999485551479461	0
positive	LUAD	KRAS	KPRP	0.0109522668768305	0.950703382760412	0.491019084209458	0
positive	LUAD	KRAS	KRT32	0.623413008861453	0.269087034779166	0.999309139992169	0
positive	LUAD	KRAS	LAMB3	0.273497011012962	0.000114087864713732	0.522741323636563	0.442735633341018
positive	LUAD	KRAS	LCE5A	0.908357935278065	0.26621225960331	0.590267407632584	0
positive	LUAD	KRAS	LRRC10	0.551734893087465	0.929195219469041	1	0
positive	LUAD	KRAS	LRRC32	0.664719789919216	0.0276781928604717	0.975483675119098	0
positive	LUAD	KRAS	LSM5	0.326773941478858	0.372293234846139	0.946323330524642	0
positive	LUAD	KRAS	LZTR1	0.840990702844477	0.000774590957965201	0.973928461194995	0
positive	LUAD	KRAS	MAFG	0.503821571514208	0.00317654771707487	0.999859127327178	0
positive	LUAD	KRAS	MAGEH1	0.676201316254764	0.146353025099546	0.428048178915704	0
positive	LUAD	KRAS	MAP4K1	0.905698179234319	0.00542452091624103	0.999918912570484	0.817204301075269
positive	LUAD	KRAS	MATN2	0.138531389824538	0.545214160321796	0.999572530538159	0
positive	LUAD	KRAS	MCM3AP	0.688370510946209	0.431943384826499	0.0290264223071275	0
positive	LUAD	KRAS	MCPH1	0.482587839089384	0.90969247998026	0.955192903177551	0
positive	LUAD	KRAS	MEF2C	0.900637072780763	0.0140852119722376	0.671827926831331	0.817204301075269
positive	LUAD	KRAS	METAP2	0.0249038813962674	0.000161014082400756	1	0
positive	LUAD	KRAS	MID1	0.318936504647724	0.0870781810554316	0.938599631872566	0
positive	LUAD	KRAS	MLF2	0.415425834427904	0.00629344996765254	1	0
positive	LUAD	KRAS	MMP7	0.926169854046956	0.427134652057996	0.883582165900621	0
positive	LUAD	KRAS	MNDA	0.329360289152712	0.0661411231847453	0.3890778578129	0
positive	LUAD	KRAS	MPDZ	0.137141211487627	0.351795244121796	0.0401146213790138	0.817204301075269
positive	LUAD	KRAS	MRPL30	0.560617478068534	0.0043918850714303	0.999999988004164	0
positive	LUAD	KRAS	MRPL49	0.317747446405665	0.142745679727783	0.971200363049393	0
positive	LUAD	KRAS	MTA2	0.466686180852192	0.00234584159511628	0.976422936375386	0
positive	LUAD	KRAS	MTX1	0.943832734500233	0.851416164523044	0.427520228207069	0
positive	LUAD	KRAS	MTX2	0.307311110152807	0.225071547731464	0.999955023691799	0
positive	LUAD	KRAS	MVP	0.947865152296951	0.00937762465608375	0.803716357068696	0
positive	LUAD	KRAS	MYBL1	0.478432534503886	0.292558811182464	0.999276653997332	0
positive	LUAD	KRAS	MYLIP	0.835890228308588	0.697416280097127	0.782970414260315	0
positive	LUAD	KRAS	NADK	0.430262517459098	0.484212480126265	0.376627982372554	0
positive	LUAD	KRAS	NAGLU	0.168572456390446	0.0154543433379774	0.999727889563311	0
positive	LUAD	KRAS	NAGS	0.634476237349366	0.22761871129107	0.999952642187796	0
positive	LUAD	KRAS	NAP1L6	0.0675865119743424	0.269924764257176	0.178330774677689	0
positive	LUAD	KRAS	NAV3	0.00188186725988838	0.505232505972874	1	0
positive	LUAD	KRAS	NBR2	0.0338997913084529	0.180322879080746	0.999902910223862	0
positive	LUAD	KRAS	NCAPD2	0.919889617804372	1.75362051199837e-05	1	0
positive	LUAD	KRAS	NCF1	0.523019745450361	0.00757070926611053	0.996854936552288	0.442735633341018
positive	LUAD	KRAS	NCL	0.593969660391592	4.84350873828709e-05	0.999987374275238	0
positive	LUAD	KRAS	NCOA4	0.713586734785224	0.790322827204669	0.995504033108794	0.967393199651264
positive	LUAD	KRAS	NCOA7	0.83794340184971	0.79264642780394	0.91941546778282	0
positive	LUAD	KRAS	NDE1	0.122828007138127	0.378871476406126	0.483712098471673	0
positive	LUAD	KRAS	NDUFA9	0.450588117436906	0.0824853565109795	1	0
positive	LUAD	KRAS	NEK1	0.0193173086923879	0.351641532366752	0.902686088093442	0
positive	LUAD	KRAS	NF1	0.876920979247147	3.89166689156715e-08	0.996646233130002	0.817204301075269
positive	LUAD	KRAS	NFKBIL1	0.0464308390748996	0.781340943286785	0.978622583444284	0
positive	LUAD	KRAS	NMNAT1	0.129008004125749	0.499532563797861	0.533181518562955	0
positive	LUAD	KRAS	NOL3	0.169902869065666	0.824029220360831	0.846355315717326	0
positive	LUAD	KRAS	NOL8	0.618913352436667	0.05065503964003	0.310505523059294	0
positive	LUAD	KRAS	NQO2	0.301669366833931	0.250983252173414	0.893592572957795	0
positive	LUAD	KRAS	NR5A1	0.935446000418495	0.403733139928932	0.398775396642273	0
positive	LUAD	KRAS	NUP205	0.162883581553754	1.21112788921882e-05	0.893916163945649	0
positive	LUAD	KRAS	NUP93	0.191937488331574	0.0349462883054825	0.90523730127383	0
positive	LUAD	KRAS	NUP98	0.10781712877217	0.00121764244555945	0.999726648111929	0
positive	LUAD	KRAS	NXF1	0.301452436769466	0.0345976379165245	0.971286237265399	0
positive	LUAD	KRAS	OIP5	0.103926735561385	0.00784780077536742	0.99976682435666	0
positive	LUAD	KRAS	OR2H2	0.116560803458495	0.780434132215192	0.988221901897673	0
positive	LUAD	KRAS	OR4K1	0.205325449370834	0.844213462710563	0.981293840805139	0
positive	LUAD	KRAS	OSBPL9	0.762783646002276	0.950664563074794	0.796587592527539	0
positive	LUAD	KRAS	OTX1	0.220602289054556	0.0469690585334678	0.999999831532593	0
positive	LUAD	KRAS	OXGR1	0.000548321672975837	0.569667376314132	0.499714472954719	0
positive	LUAD	KRAS	PARP12	0.0889491548181868	0.703481467564843	0.897844447929865	0
positive	LUAD	KRAS	PC	0.0903348044649229	0.37712988178373	0.999245820084891	0
positive	LUAD	KRAS	PEX11A	0.784454124500424	0.0181728030854254	0.999971133450396	0
positive	LUAD	KRAS	PHF1	0.00411478867658488	0.454668279798078	0.987791058429233	0
positive	LUAD	KRAS	PHF7	0.542206656633651	0.0384827893571361	0.999988317973941	0
positive	LUAD	KRAS	PIN1	0.315894103472388	0.000508246891944548	0.997453684618507	0
positive	LUAD	KRAS	PINK1	0.94111181459243	0.0444661488645441	0.174184298865788	0
positive	LUAD	KRAS	PIP4K2A	0.0627989927830359	0.475424565477271	0.954904368915164	0.543762556385277
positive	LUAD	KRAS	PKN3	0.21516873147596	0.740019496094567	0.404964639189397	0
positive	LUAD	KRAS	PLA2G2A	0.00257389176657878	0.816009740801258	0.174184298865788	0.969034602144765
positive	LUAD	KRAS	PLXNB1	0.000115404931647836	0.27896042155304	0.999888244644755	0.817204301075269
positive	LUAD	KRAS	PNPLA4	0.467671759717068	0.08864069310464	0.996381115982915	0
positive	LUAD	KRAS	POLA1	0.0706348504350348	0.104369866099753	0.947737379520658	0
positive	LUAD	KRAS	POLM	0.0609261262671854	0.0512930243707611	0.976865377273021	0
positive	LUAD	KRAS	POLR2A	0.473678884330796	0.00172643001591286	0.999998295534603	0
positive	LUAD	KRAS	POLR2B	0.0935862917943155	0.00282442249823317	0.984652941780165	0
positive	LUAD	KRAS	POLR2G	0.831526609273534	0.227472227426744	0.971286237265399	0
positive	LUAD	KRAS	POLR3B	0.552329695951236	0.209770418192675	1	0
positive	LUAD	KRAS	POLR3F	0.624259706797414	0.000453254978107036	0.982874917562655	0
positive	LUAD	KRAS	PON2	0.0782925544747854	0.573207475685688	0.995820356605133	0
positive	LUAD	KRAS	PPFIA3	0.415152014040612	0.329501082787297	0.991411051680516	0
positive	LUAD	KRAS	PPP1R8	0.23224457499876	0.876204663972508	0.0574885451541445	0
positive	LUAD	KRAS	PPP3R1	0.852927121666249	2.71078092745694e-05	0.999999818339431	0.997118888664849
positive	LUAD	KRAS	PROM1	0.165784597500065	0.924953659585741	0.999990700298909	0
positive	LUAD	KRAS	PSEN1	0.991701443902328	0.121244131617632	0.999552515607101	0.442735633341018
positive	LUAD	KRAS	PSKH2	0.10234278536131	0.723485475566888	0.999843458987978	0
positive	LUAD	KRAS	PSMA1	0.795404664089132	0.140106298284418	0.997647474142941	0
positive	LUAD	KRAS	PSMA2	0.815355537439349	0.194381488418886	0.967651939258639	0
positive	LUAD	KRAS	PSMA5	0.973665112866654	0.874353390973773	0.330100959596836	0
positive	LUAD	KRAS	PSMB5	0.648811563162485	0.707637008355416	0.955295191278255	0
positive	LUAD	KRAS	PSMB6	0.335211316238317	0.295510798824927	0.999998146807107	0
positive	LUAD	KRAS	PSMD12	0.424424112523951	2.31214242763931e-05	0.999953734643457	0
positive	LUAD	KRAS	PSMD14	0.758674207754343	0.055622077778659	0.999202407495049	0
positive	LUAD	KRAS	PTPN1	0.761567123158724	0.415982212672084	0.999061434280752	0.667015402499273
positive	LUAD	KRAS	QARS	0.00592597407675271	0.00110663990409206	0.999661837834125	0
positive	LUAD	KRAS	RABGGTA	0.00663211572250071	0.0553440486844943	0.969447865821209	0
positive	LUAD	KRAS	RAN	0.626455704104603	0.0141560668654927	1	0
positive	LUAD	KRAS	RAP1A	0.197585898638636	0.0284224487935674	0.420184274436971	0.997503535021797
positive	LUAD	KRAS	RASGRP2	0.893809455656855	0.00223634508991317	0.978866929862985	0.967393199651264
positive	LUAD	KRAS	RB1CC1	0.215781958211801	0.00332566607976582	0.996034102923073	0
positive	LUAD	KRAS	RCHY1	0.651598142324798	0.901806963762131	0.996969245828339	0
positive	LUAD	KRAS	RELN	0.256747285734057	0.967667652622507	0.98058752248827	0
positive	LUAD	KRAS	RFX4	0.0593413138295338	0.924889497636603	1	0
positive	LUAD	KRAS	RGS20	0.456755949537453	0.00023232763911685	0.997683070452307	0
positive	LUAD	KRAS	RHBDL2	0.12648604326262	0.594718559086396	0.401447876398178	0
positive	LUAD	KRAS	RIMS1	0.187707264101433	0.683871107023275	0.980002761899162	0
positive	LUAD	KRAS	RLF	0.308103127021118	0.971183993010182	0.42700544110988	0
positive	LUAD	KRAS	RNF40	0.284829915441832	0.213413325130043	0.860294428913405	0
positive	LUAD	KRAS	RPA2	0.328189661819311	0.0731961076346546	0.0574885451541445	0
positive	LUAD	KRAS	RPGRIP1	0.730615569826867	0.00777941162572963	0.962534496074323	0
positive	LUAD	KRAS	RPL13A	0.0317882289187857	0.130007608974577	0.991411051680516	0
positive	LUAD	KRAS	RPL37A	0.116188020082395	0.25016692411132	0.999969549055531	0
positive	LUAD	KRAS	RPS21	0.861503201568177	0.24326644330102	0.998935202281201	0
positive	LUAD	KRAS	RQCD1	0.142135846315538	0.000134032873800237	0.999978093849855	0
positive	LUAD	KRAS	RRM2	0.863358903528562	8.38449297865533e-07	0.999987395921981	0
positive	LUAD	KRAS	RRN3	0.419818554544168	0.913004024716354	0.483712098471673	0
positive	LUAD	KRAS	RRP9	0.217033488587524	0.413597118965626	0.999975989600854	0
positive	LUAD	KRAS	RRS1	0.286013537910673	0.782857556711919	0.999363091614846	0
positive	LUAD	KRAS	RSBN1	0.0996553417975314	0.84961569521043	0.318935357050666	0
positive	LUAD	KRAS	RTEL1	0.276552230956806	0.487260874519319	0.998020239386371	0
positive	LUAD	KRAS	RTN2	0.9364556063328	0.427802609471446	0.999982042787458	0
positive	LUAD	KRAS	RUNX2	0.778180961234619	0.648412323245568	0.763552945396022	0
positive	LUAD	KRAS	SAE1	0.899968887669422	1.16626140427867e-05	0.998316911829764	0
positive	LUAD	KRAS	SDCCAG8	0.221882466900871	0.0102270079072305	0.738790383733334	0
positive	LUAD	KRAS	SEC14L3	0.00274139384151488	0.153500856979352	0.99869035422485	0
positive	LUAD	KRAS	SERPINB13	0.000448505163074772	0.874339800385428	0.999111919596413	0
positive	LUAD	KRAS	SERPINB5	0.193816690688547	0.156589191399326	0.998550666261921	0
